score,content_clean
5,bagus
5,luaaaaar biasaaaa wassalaam mmuhtaar yaah
5,fitur syariah moga depan fitur syariah maju
2,cair banget udh hri blom cair
5,gimana sih kerja tari cuman kerja udah kerja engga masuk masuk
5,reksadana baik nomor
3,bagus user friendly bug ganggu grafik saham lancar langsung freeze gak back scroll moga fixing bug ganggu banget turun experience user
3,ngelag paraaaaahhhhh
2,susah banget buka stuck logo baik
5,good
5,good
4,terimakasih
5,mantap
1,update
5,dapat tabung lumayan profit harap tubuh pohon buah lebat manfaat orang
1,tari
5,enak nih gak bingung pilih reksadana dipilihin ahli lupa masukin kode refferal sukadana dapetin cashback ribu rupiah oke
1,top biaya tambah
5,mudah
4,kasih mula thank you
1,bgtt proses cair
1,sering update capek tau asa kali update
1,server lelet
5,siip
5,good
5,pake moga aman invest kesini
5,bagus ajar saham
5,bagus
5,mantap
5,mantap kembang harap pilih reksadana
1,nunggu kerja maksimal uda tetep ngga masuk kurang
1,buka selasa mei
1,verifikasi
3,baik withdraw bank jago udah jadi bank cair sih withdraw bca baik
4,bagus
1,bug
4,cocok mula nyobain nabung saran jual cair dana kasih verifikasi dana masuk rekening
5,mantap
5,yah upgrade plus jago syariah nyesel pindah jago syariah moga solusi
1,cair uang rekening terang tulis maksimal udah masuk rekening
5,mudah guna
5,top mantap the best
1,verifikasi buat akun nunggu gak verifikasi gimananih
5,solusi uang
5,aplikasi bagus untung
5,mudah lengkap fiturnya
4,tambahin fitur beli emas klau bole knpa download biar oke
5,bantu
2,esfdf
5,aplikasi mantap respon csnya cepat
5,moga depan
2,sumpah banget tgl verifikasi sampe tgl kelar kelar kemaren gagal krn data baca gilir udah baik bnget verifikasi capek nunggunya niat cepat nunggu mulu atas cepat
5,mudah newbie bidang saham
3,servernya down
3,berat internet kencang ngebut download file ukur menit buka pemberitahuan internet stabil
2,lot euy kasus udah gak buka rajin diupdate aplikasi buka stuck splash screen
1,tari uang
4,oke
5,tampil mudah erti
5,apk rekomendasi tabung tua
5,good
1,daftar sulit april gagal melulu daftar foto ktp status gagal baik foto sim gagal baik foto sim ktp gagal chat admin idak bantu males
5,suka live supportnya moga depan
5,good
5,kereeen
5,terimakasih layan muas
5,mantap sob
5,mula
5,kerennn
5,nice
4,lancar smg ngelag
5,tambahin cabang rekening bank plus bca guna luas bank bri dki terimakasih sukses
5,ngeleg parah buka menit gak muncul semoot
5,bagus aplikasi
5,maaf buka kayak hang gitu
5,reksadana bagus mula kendala tim support bantu kendala selesai
5,baguss
5,mudah
5,mantap
1,ngerasa apps kyknya palsu deh kyk binomo turun drastis banget saldo tuh nama turun uang pakai kyknya deh buka untung buntung
5,daftar silah masuk kode referral melsy cashback
5,platform baik kelola uang boros pangkal kaya
1,maaf kasih tau invest cair saldo gak masuk udah minggu masuk butuh bangt rumah sakit masuk doang kecewaa berat udah gitu saldo rekening potong sndiri beli motong sndiri bln jjqngan ple bibitt anj udh kali yaa dana potong gajelas bulann jangann download apk gajelas motongin duit bln anehh
5,bagus
5,aman tampil mudah paham bagus mula ajar modal
3,moga baik uma saham harap kategori urut portofolio lihat alami naik turun efektif moga developer paham
4,well
5,bagus pokok
2,verifikasi bibit banget luar jadwal estimasi sampe selesai
1,cair maksimal kerja lawak
5,mantap
1,ribet
1,verifikasi akun aju hapus akun ikut prosedur template cek kak repeat progres
3,udah nunggu estimasi verifikasi jam tetep notifikasi informasi verifikasi akun verifikasi ksei solusi gimana
5,good
1,verifikasi udah minggu acc acc kecewa
2,excited bgt ken nyoba nyoba daftar verifikasi bibit bgt males
5,mantap tinggal nunggu hasil
1,pake bank jago akun susah pake
2,loading doang masuk
1,apk bagus gada catat riwayat hasil jual tau aset jual laku dana mutasi rekening
4,bantu
5,aplikasi bagus bantu disiplin tabung
5,alhamdulillah nyaman banget pake saran adakan emas minimal jamin poko emang aman btw kode referralku fxluck
2,biaya admin top bca mahal transaksi tuk portofolio nih rugi transaksi bln biaya adminnya bln bln thn
1,pemeliharan rdn wallet bosok udah isi pas gua cek nongol nongol saldo hadeh
5,tunggu mapan dapat cashback kode referral nabungreksabibit modal minim
2,versi baru buka
3,registrasi banget udah aplikasi tggl sampe
3,verifikasi bgt
1,proses beli ribet makan hal proses cair
1,baharu suka login habis
3,emang suka eror log out gabisa login
1,gimana sih biometrik gabisa login udah masukin pin fingerprint suruh login
1,loading buka
1,invest susah loading masuk banget nggk kayak kemarin kemarin mending pake reksadana tabung
5,keren
1,pas beli saham saham kebel status open pas beli turun masuk udah rugi pas jual udah untung wdnya baget saham turun gak angkan untung harga saham akurat cocok harga saham google
1,proses widraw
5,invest reksadana baik masuk kode refferal buka akun reksabibitt cashback gratis
5,mantabss
2,daftar tanggal april tanggal pakai akun verifikasi akun bngt verivikasi
5,jalan lancar
4,admin responsif
1,proses registrasi rumit proses verifikasi hari banget gak
5,mantap
5,bersih
5,bagus bagus bagus bagus bagus bagus bagus bagus bagus
5,moga bantu lancar rezeki
5,bismillah
5,bagus tahan desain tarik tingkat sistem aman akun user kena hack moga sukses sukses sukses
5,tingkat aman
5,bagus investasi sedia pilih low risk saham sbn nilai positif rencana thanks
1,dana darurat ambil max jam dana darurat orang sakit nnunggu obat gitu cair dana apa mending uninstal cari apk
2,aplikasi beli saham pake jago bca
3,tuh sebenernya bagus jual cair bgt parah
1,potong pas cair
5,recomended
1,aplikasi keluar muncul tulis rubah pin email daftar masuk aplikasi gak aplikasi rubah pin gak ribet kirim kode otp nomor selesai ulah
5,invest mudah
4,verifikasi biometrik koq gagal bug app spt stockbit verifikasi bio ganggu mohon baik terima kasih
5,cocok mula
5,jos gandos
5,mantul
5,bagus
1,proses verifikasi akun tanggal tanggal estimasi verifikasi
5,oke
1,verifikasi minggu selesai
5,coba silah masuk kode wxxphn biar dapet cashback ribu guys
4,lumayan buru deviden
5,terima kasih bantu uang bantu
1,jaring bagus bilang gada koneksi apknya
3,verifikasi gak terima terima udah tanggal tenggat min
5,mantap
5,pakai puas terima kasih
5,bagus
1,masuk apk loading nyaa baik
4,bagus moga kedeban invest emas crypto biar invest kerepot pake
5,mudah
2,bnget tambah rekening bank doang
5,moga capai juta
5,reksadana pasar uang tambah capital money market fund mega dana kas harga saham uang rdn taruh direksadana return banding
5,oke
5,mudah paham mudah proses
1,registrasi gak kelar registrasi bngt udah selesai pake gagal nunggu parah tunggu verifikasi sampe
1,cair cepat masak minggu blom cair
1,skrup lepas mulu lot kadang gabisa buka
1,uda input data reject
5,bagus bangettt
5,bunga
1,verifikasi udh konfirmasi makasih
4,aplikasi kendala proses beli hasil kendala daftar akun kendala pasar pasar jalan tidak
1,verifikasi bibit bikin males verifikasi susah mengunakan
1,respon lambat jaring oke
5,okee
1,biaya tambah portofolio kira rugi pas cari rugi
1,bet cair instan nyampe kamis sampe senin blm cair cair majoritas pasar uang syariah cair instan bet nahan uang gimana langgan kapok layan gapakal pake rugi bet untung dikit ngambil menfing mikir nyimpen duit
5,app bagus karya indonesia
1,jelek banget cair cair apk gakjelas
5,top reksadana sbn portofolio tuju tabung moga keren
4,aman ngga data mula
3,good job
5,reksadana gak ktp
1,kembali free biaya top tari
1,proses tari kali minggu cair dana
1,masuk uang withdraw masuk atm
5,bagus
1,min verivikasi
1,panyah verifikasi nyesal gua
5,verifikasi selesai
1,ubah rekening bank cair verifikasi bikin akun bank ktp digital otomatis selfi foto bank cair dorman jual ambil
1,kaya kaya kismin kismin uang juta dapet ribu mending main crypto jos nyata
4,moga gak bintang chat support klw rezeki capai target juta kasih bintang
4,alam blum
1,lot
5,saham negeri
2,banding makmur bareksa reksa dana notif banyak
5,mohon update fitur rdn jago syariah biar update plus mohon kerjasamanya
1,cair dana hasil jual saham rdn sesuai tenggat tera lambat tentu
5,tarik
5,utk mula mudah guna
5,platform bagus
5,tampil simple mudah versi syariahnya mantap
2,laen nih gak root notif gak buka
5,anti ribet
1,minggu nungguin ngecairin dana mending pake belah
1,tari dana
5,super
5,manfaat
1,udah jelek return laba rugi lihat udah masuk kerja april udah april proses order april kecewa ngasih bintang rela kasih paksa tulis komentar
4,halo top rdn wallet bca rdn walletnya maintenence saldo masuk
1,tipu isi ulang saldo rdn masuk isi ulang juta masuk chat bot
1,mudah registrasi udah ikutin sop sulit niat hati beljar usia mas muda hadeuh udah ktp pulak loh
5,masuk sih bissmillah moga amanah
1,beli obligasi selesai beli jual
1,ketidaksamaan data depo lancar masuk gilir tarik gak deposit tari gak untung depo gak juta juta udah tahun coba lihat saldo gak rupiah payah
1,cair bank kustodian tgl april skng udah april blm masuk rekening duit juta suruh nunggu tgl klo gak masuk tanggung
1,buruk ubah rdn solusi
5,rrj hurry
1,buruk porsesnya cair uang masuk rekening status hasil verifikasi kapok pakai
4,tarik uang reksadana sistem informasi proses cair dana makan maksimal order tanggal april masuk rekening
5,reksadana baik fitur simpel mudah nikmat hari lupa daftar mausukan kode refferal cashbacck
1,proses cair lambat nominal order jual kurang norecomended skip
4,top pakai fitur bank ain masuk udh sesuai kode kasih sesuai tunjuk
1,top menit masuk tarik dana minggu masuk baharu
2,proses cair minggu dana cair cair
1,xxxbiasa obat kuat suami istri
3,oprasi apk optimal mas butuh detik selancar
4,bags unturned bags petulant
1,parah ubah data nyampe minggu malesin bgt
3,verifikasi
3,cair ribet
1,buka
3,pas verifikasi alih business masuk jdi jdinya sampek sekrg daftar akun
5,good
5,keren adminnya gercep keluh moga faedah
5,terima kasih tetap baik
1,udah dana masuk masuk udah tunguin masuk sampe kecewa
3,bagus tabung enakin bursa enak banyak libur kasi nunggu cairin tanggal merah orang ngerasain libur tanggal merah adil bursa raya masuk uang cair april mohon adil bursa keneenakan libur boss minimal jaga
5,pasar saham gak gera
1,downlod apo ingat keras inves minggu gak verifikasi sdh bayar app downlod iklan
5,bagus banget mula
1,jual reksadana masuk rek sip estimasi masuk udah masuk masuk pindah broker klo gin bikin males kritik gaada update udah kapok pindah
3,akun logout sesi guna akun selesai silah login otentikasi login ulang ulang pdhal coba aneh dgn pakai perlu bisniss tambah verifikasi biometriknya jga error pdhal fingerprint aman pakai biometrik jga aman sperti bank jago stockbit
5,alhamdulillah untung hehe
5,oke
3,kak knpa prosea pendafatarn udah haribmasi proses verifikasi
5,good
5,banget pokok
3,cair
5,good
5,libur staf
1,sampah bngtt muak liat orang jan laganyy doag sopan asli mahh sampah begoo
5,invest utk mula
3,jual reksadana tahap order jual order jual april april tahap order jual saldo masuk maksimal kerja komentar tulis mohon ditindaklanjuti terima kasih
4,love bgt trusted
2,statistik gak jln dri tgl april ubah nominal skrng
5,ajar bantu
5,referal code ljcyxoq
2,dana cair
5,ngabisin ruang sukaa lup lupp
1,user friendly
5,baik
1,masukin uang cepat proses tari nyesal gue pake
2,proses cair udah minggu cair topup menit udah masuk klau butuh uang dada tdk andal apk
5,bagus tabung uang kena inflasi
1,males make ribet bank jago ktp muka gua udah gua kirim sulit
5,mantap
1,kyc suruh jam acc kyc selesai customer service suruh cuman ngulangin
3,barusan coba daftar verify pakai nonor whatsapp mlahan verify whatsapp bussines gagal verify nomor bussines beda
3,saldo trading pindah saldo rdn
5,bagus sih lebaran terima verifikasi apk salain gampang doang susah verifikasi udah kali tolak
1,min top bank btn gagal mulu
1,apa maks kerja udh minggu dateng butuh dana darurat rekomen bgt nabung dana darurat
2,munculin rdn jago syariah rdn bca
5,moga jadi uang dana pensiun maksimal
5,moga manfaat investor
2,verifikasi kali udah bom selesai
3,koreksi tari dana kalu jgn
3,kurang lebaran pemrosesan tari pasu ngerti karna lebaran situs sedia jasa uang transaksi lebaran tau uang butuh kelas nyimpen dana darurat instan narik batas kena pending sedia uang invest jago reksadana tokped instan
5,pakai ajar utk konsisten thx
4,mantab
1,dana jual susah cair recommended
1,sya jual gak masuk rekening gmna nipu jga
5,masuk kode refferal jagoatm komisi extra
5,bagus
5,mantap
1,narik uang saham msk akaun rek hubung status hilang kaco
2,kode referral
1,verivikasinya banget
4,banget verivikasi
5,suka banget nabung cocok mula ajar pake pake kode refferal bungaflower dapetin cashback
5,mantap
5,alam hahaha nabung ajar ajar pasar uang terima kasih
1,tau upgrade plus blom selesai mending pakai ajaib main saham lambat proses payah
5,aplikasi
4,apk bagus beli reksadana obligasi saham udah nyambung stocbit bagus tambah update invest kripto invest btc diversifikasi guna fitur invest kripto
1,sya coba nabung rutin pas tipu telat gak sesuai jadwal habis saldo besoknta isi masuk nabung rutin misi kelar cuman nabung tanggal beda loh sulit banget sistem
5,good
5,kasih bintang mending gak masuk dunia banyakin baca siapin mental
3,terima kasih mas sayang topup via wallet bayar topup via bank bayar topup via jago rdn free saldo jago rdn mesti transfer rekening utama kena biaya free semu tokopedia reksadana serba free jual beli
2,respon support bagus fitur bagus kadang nge lag daftar hari tdk respon info tim suport langsung approve daftar tau daftar chat support maju jossssssss yah
1,cair
1,saran main narik rdn dompet jago butuh
5,bagus ajar
5,keren
5,reksadana mudah paham gokil
5,aplikasi mudah erti mudah bagus investor mula khusus reksadana potong return janji mimpi untung tipis
5,emang cocok banget mula
5,mantul bgt salah jangka nominal dri rbu udh investasi mudah amanah
1,cair banget
5,ajar investasi terima kasih bit
5,mantappppp
4,lot yaaaa udah update lot
1,nyaman gak
1,jelek registrasi susah muncul otp konek cari mudah
5,terimakasih
1,sinyal bagus stuck logo gak masuk masuk baik cepat naik bintang
5,mudah hubung bantu
5,mantapp
2,verifikasi sidah pakai
1,daftar makan verifikasi masalah uninstal pakai
5,join kode referral tabunginkali bonus
5,mudah mula
5,aman
5,bagus
5,bagus ajar
5,kerren lisa sygkk
5,mantap bagus mula
4,bantu tolong utk tua plis tingkatin cair jadi saya minggu biaya transaksi jujur dlu suka nabung bulan semenjak biaya tambah cmn
5,investasi moga konsisten utk terima kasih baik
1,tari butuh cocok butuh dana darurat pilih masuk dana cepat tari zaman canggih serba cepat kali apl tari kecewa
5,bagus banget sistem cair instan good min emas muncul biar jos
1,sdh deposit sdh tdk buka aplikasi bgmna
5,bantu harap cerah hehe
5,keren banget
1,gajelas nabung minggu bulan habis ppn pas narik hasil tabung reksa dana beuh banget
3,maaf bintang rangin skrg utk masuk yah gak kyk
5,mantabmantab
5,jalan aman moga tahan kembang pesat
5,apk bagus ktp paksa uninstall
5,good
5,aman mula
1,rekening susah kayak dinpaksa make bank jago terimakasih
4,oke
5,sesuai janji kasih bintang fitur dark mode
1,alas gua malas inves tari darurat battttt
5,lupa pake kode referalnya inxiwep
1,deh kapok butuh dana darurat nunggu kacau deh
5,jangka hasilmya sus pasar uang deposito amat klo masukin kode reveral untung untung klo serah kode klo masukin reveralnya mualifin biar untung sahabat
1,ngeliat uang serasa untung pas jual hasil transfer rugi hitung paket kalkulator tetep rugi
5,mudah
5,mantap dah pokok
5,bagus
1,login akun alas kondisi root sampe root bantu sampe duit ilang
5,mantap
5,bangga
2,bibti susah cair masak pake bank jago mulu pakenyang proses jual saham cair
5,butuh refferal biar dapet bonus cashback nih masukin kode referral dapetbonuscuan
5,bagus
1,cair
3,bantu
1,buruk lot buka
5,sbn ritel djual jatuh tempo butuh dadak
1,jual saham susah bngt udah diturunin harga pasar gak jual
1,withdraw tdk cair tinggal puluh ribu cair kena pajak bank cair portofolio nambah parah transaksi jual beli bayar bea materai
5,kode referral ajrcashback cashback yah semangat nabung teman teman tiktok renaldy
5,kode odszwt keren
5,mantab
1,jelek banget aplikasi ganggu pantengin fluktuasi saham ideal beli top saldo rdn ganggu nunggu keburu fluktuasi sesuai not recommend pindah selesai
1,mudah iya bikin mudah top alfamart indomaret udah gua naikin bintang
5,apk bagus beli reksadana gara garanya pake bca bank jago masalah login
