score,content_clean,sentiment_predicted
1,jual ribu proses minus nambah maksud haha tipu janga coba,negatif
2,daftar bener ribet bnget ntah tahap tahap tau inti jangka daftar investasi tinggal tahap besok selesai verifikasi data sulit ulur ken invest tau daftar kyk gin tohh males,negatif
5,bagus mula mudah paham,positif
1,uang jual beda dgn masuk rekening jual potong jenis potong potong uang masuk,negatif
1,hallo saldo tambah isi ribu ribu naik topup gede ambil uang please bantu inbox tiktok respon,negatif
5,bagus banget lumayan bunga,positif
5,mantap userfriendly cocok utk ajar,positif
3,uji bintang aman,netral
4,oke mula,positif
1,aplikasi bodong udah jual portofolio pasar uang uang gak masuk masuk cair bursa udah uang gak masuk masuk juggak,negatif
2,oke jenuh cair jual makan kerja transaksi sabtu minggu nambah ambil dana masuk rekening nunggu moga rubah durasi bursa efek max,negatif
5,bantu,positif
5,neng banget fitur robo advisor ngebantu investor mula fitur syariahnya lega investasi takut riba gharar saran depan moga dukung rdn jago syariah plus fleksibel,positif
3,tanam cepat tanamnnya,netral
5,alhamdulillah bantu investasi jalur sistem syariah aplikasi mudah orang awam ajar reksa dana rekan rekan cash back referal kode majubersama tanda petik sulit silah ajar terimakasih udah pake mantap aman udh uji smpe melek,positif
1,aplikasi jelek elor,negatif
1,mas tahap coba beli cair logo petir tetep cocok,negatif
3,bgt jual tunggu verifikasi manager kerja ngapain sih,negatif
3,gak buka,negatif
5,sih bagus sayang jual cair uang banget nunggu,negatif
1,pakai cair uang lari emas lambat,negatif
5,banget proses cari udeh minggu,negatif
1,verivikasi cair dana sayang,negatif
1,plus dukung dgn rekening jago syariah usaha pakai jago pakai jago konvensional bca hasil saham via pakai sekuritas biru,netral
1,inves masukin duit cepet pas tarik minggu cair,negatif
5,guna muda tabung rutin cashback ribu masuk referal sunariopasti daftar selamat coba,positif
5,nabung untung mudah aplikasi lengkap aplikasin rekomen semangat moga nabung,positif
5,good,positif
5,optimis nyimpan duit,positif
2,udah kerja lakuin switching aneh nunggu hmmmm,negatif
2,mdh sayang ribet diupgrade klo pngen beli saham,netral
5,bgus bnget,positif
5,fitur lengkap,positif
4,bagus,positif
1,lgsg uninstall proses registrasi nama,negatif
5,bagus,positif
4,banget verivikasi mohon maaf cepat,netral
1,login,negatif
1,lelet,negatif
5,bantu mula ajar chat support ready jam ngebantu terima kasih,positif
1,mending emas please nabung abis sekian cocok mula kayak harap dpt untung uang dgn nominal ttp,positif
5,keren,positif
5,oke,positif
5,bagus,positif
1,susah banget daftar plus nulis alamat eror mulu tulis ilang bikin emosi,negatif
3,emas min,netral
1,cair dana efek hasil jual reksa dana minus,negatif
5,bagus aplikasi,positif
4,mantap,positif
5,apl sangan manfaat orang terima kasih,positif
1,dana tarik,negatif
5,moga depan,positif
4,coba,netral
3,bagus jual aset cari dana,netral
2,jual reksadana banget blm masuk rekening pribadi makan,negatif
5,mudah erti robo bantu,positif
5,good job,positif
2,layan jelek,negatif
5,bagus tahan,positif
5,bagus,positif
2,buka donk knpa,netral
5,coba moga manfaat,positif
5,moga tahan,positif
5,ajar,positif
5,sya allah tabarakallah,netral
5,good,positif
2,link berita artikel selesai baca langsung halaman otomatis,negatif
5,manfaat,positif
1,tari udah ngga cair cair uang olah tari miliyar banget ampun dah,negatif
3,bagus,positif
4,bantu mula,positif
4,tampil bagus reksadana return atas,positif
5,apk pakai bantu mula chat suport responsif bantu,positif
5,goods like,positif
5,bagus investor mula kayak,positif
5,tabung kecil,positif
1,tolol loding doang,negatif
5,sungguh,negatif
5,good,positif
5,bagus,positif
3,udah minggu stuck tampil gabisa buka butuh cair dana udah install ulang kali tetep gabisa kecewa sih,negatif
5,infestasi percaya,positif
5,saran nih coba tambahin fitur detail usaha saham news update,netral
5,good,positif
5,puas,positif
5,mantap gak ribet,positif
5,jos,positif
5,baguss,positif
5,oke,positif
1,thanks buang peluang beli saham setelab minggu daftar tolak trus alas nik sesuai padahl sesuai ktp photo sungguh aneg sudh video call staffnya via google bsa putus daftar krn momen sudh hilang,negatif
3,ribet daftar,netral
5,amazing,positif
5,cair dana,negatif
4,jos,positif
5,bagus,positif
5,good,positif
5,pilih baik,positif
5,mantapppp,positif
5,sip,positif
5,investor mula,positif
5,nice app,positif
5,mantap,positif
5,bagus awas ojk,positif
5,mudah,positif
3,gagal eror akun rekening virtual opsi beli rekening bank,netral
2,gak buka,negatif
1,tari rdpu,negatif
4,very good,positif
4,upgrade plus susah bner akun bank jago susah masuk ribet banget,negatif
2,udah kerja bom cair,negatif
1,pelihara hari kerja libur,negatif
5,nice,positif
5,bagus awas ojk,positif
1,loadingnya,netral
1,bug geser grafik ngeleg lihat detail grafik geser border kemarin minggu lot sentuh grafik penasaran pake perangkat ngeleg,netral
1,rusak rusak registrasi pdhl internet lancar,negatif
5,dapat bagus invesment mula krna fitur mudah mudah paham pakai alhamdulillah untung tdak bagus banget mula,positif
2,knp masuk sii menit tunggu masuk dalam apk jaring lancar,negatif
3,cair,negatif
3,gimana ngambilnya udh minggu masuk bank,negatif
5,keren nabung,positif
1,call cwnter muas costumer,negatif
1,lot cepat,negatif
5,aplikasi mudah percaya,positif
1,lot bnget apk,negatif
1,kecewa bener,negatif
4,bismillah nyaman beli proses maksimal beli produk tambah portofolio untung tunggu hari blm produk blm produk untung,negatif
5,bagus,positif
5,luaaaaar biasaaaa wassalaam mmuhtaar yaah,positif
5,fitur syariah moga depan fitur syariah maju,netral
2,cair banget udh hri blom cair,negatif
5,gimana sih kerja tari cuman kerja udah kerja engga masuk masuk,negatif
5,reksadana baik nomor,positif
3,bagus user friendly bug ganggu grafik saham lancar langsung freeze gak back scroll moga fixing bug ganggu banget turun experience user,netral
3,ngelag paraaaaahhhhh,netral
2,susah banget buka stuck logo baik,negatif
5,good,positif
5,good,positif
4,terimakasih,positif
5,mantap,positif
1,update,netral
5,dapat tabung lumayan profit harap tubuh pohon buah lebat manfaat orang,positif
1,tari,negatif
5,enak nih gak bingung pilih reksadana dipilihin ahli lupa masukin kode refferal sukadana dapetin cashback ribu rupiah oke,positif
1,top biaya tambah,negatif
5,mudah,positif
4,kasih mula thank you,netral
1,bgtt proses cair,negatif
1,sering update capek tau asa kali update,negatif
1,server lelet,negatif
5,siip,positif
5,good,positif
5,pake moga aman invest kesini,positif
5,bagus ajar saham,positif
5,bagus,positif
5,mantap,positif
5,mantap kembang harap pilih reksadana,positif
1,nunggu kerja maksimal uda tetep ngga masuk kurang,negatif
1,buka selasa mei,negatif
1,verifikasi,netral
3,baik withdraw bank jago udah jadi bank cair sih withdraw bca baik,netral
4,bagus,positif
1,bug,netral
4,cocok mula nyobain nabung saran jual cair dana kasih verifikasi dana masuk rekening,netral
5,mantap,positif
5,yah upgrade plus jago syariah nyesel pindah jago syariah moga solusi,netral
1,cair uang rekening terang tulis maksimal udah masuk rekening,negatif
5,mudah guna,positif
5,top mantap the best,positif
1,verifikasi buat akun nunggu gak verifikasi gimananih,negatif
5,solusi uang,negatif
5,aplikasi bagus untung,netral
5,mudah lengkap fiturnya,positif
4,tambahin fitur beli emas klau bole knpa download biar oke,netral
5,bantu,positif
2,esfdf,negatif
5,aplikasi mantap respon csnya cepat,positif
5,moga depan,positif
2,sumpah banget tgl verifikasi sampe tgl kelar kelar kemaren gagal krn data baca gilir udah baik bnget verifikasi capek nunggunya niat cepat nunggu mulu atas cepat,negatif
5,mudah newbie bidang saham,positif
3,servernya down,netral
3,berat internet kencang ngebut download file ukur menit buka pemberitahuan internet stabil,negatif
2,lot euy kasus udah gak buka rajin diupdate aplikasi buka stuck splash screen,negatif
1,tari uang,negatif
4,oke,positif
5,tampil mudah erti,positif
5,apk rekomendasi tabung tua,positif
5,good,positif
1,daftar sulit april gagal melulu daftar foto ktp status gagal baik foto sim gagal baik foto sim ktp gagal chat admin idak bantu males,negatif
5,suka live supportnya moga depan,positif
5,good,positif
5,kereeen,positif
5,terimakasih layan muas,positif
5,mantap sob,positif
5,mula,positif
5,kerennn,positif
5,nice,positif
4,lancar smg ngelag,netral
5,tambahin cabang rekening bank plus bca guna luas bank bri dki terimakasih sukses,netral
5,ngeleg parah buka menit gak muncul semoot,negatif
5,bagus aplikasi,positif
5,maaf buka kayak hang gitu,negatif
5,reksadana bagus mula kendala tim support bantu kendala selesai,positif
5,baguss,positif
5,mudah,positif
5,mantap,positif
1,ngerasa apps kyknya palsu deh kyk binomo turun drastis banget saldo tuh nama turun uang pakai kyknya deh buka untung buntung,negatif
5,daftar silah masuk kode referral melsy cashback,positif
5,platform baik kelola uang boros pangkal kaya,positif
1,maaf kasih tau invest cair saldo gak masuk udah minggu masuk butuh bangt rumah sakit masuk doang kecewaa berat udah gitu saldo rekening potong sndiri beli motong sndiri bln jjqngan ple bibitt anj udh kali yaa dana potong gajelas bulann jangann download apk gajelas motongin duit bln anehh,negatif
5,bagus,positif
5,aman tampil mudah paham bagus mula ajar modal,positif
3,moga baik uma saham harap kategori urut portofolio lihat alami naik turun efektif moga developer paham,netral
4,well,positif
5,bagus pokok,positif
2,verifikasi bibit banget luar jadwal estimasi sampe selesai,negatif
1,cair maksimal kerja lawak,negatif
5,mantap,positif
1,ribet,negatif
1,verifikasi akun aju hapus akun ikut prosedur template cek kak repeat progres,negatif
3,udah nunggu estimasi verifikasi jam tetep notifikasi informasi verifikasi akun verifikasi ksei solusi gimana,netral
5,good,positif
1,verifikasi udah minggu acc acc kecewa,negatif
2,excited bgt ken nyoba nyoba daftar verifikasi bibit bgt males,negatif
5,mantap tinggal nunggu hasil,netral
1,pake bank jago akun susah pake,negatif
2,loading doang masuk,negatif
1,apk bagus gada catat riwayat hasil jual tau aset jual laku dana mutasi rekening,negatif
4,bantu,positif
5,aplikasi bagus bantu disiplin tabung,positif
5,alhamdulillah nyaman banget pake saran adakan emas minimal jamin poko emang aman btw kode referralku fxluck,positif
2,biaya admin top bca mahal transaksi tuk portofolio nih rugi transaksi bln biaya adminnya bln bln thn,negatif
1,pemeliharan rdn wallet bosok udah isi pas gua cek nongol nongol saldo hadeh,negatif
5,tunggu mapan dapat cashback kode referral nabungreksabibit modal minim,positif
2,versi baru buka,negatif
3,registrasi banget udah aplikasi tggl sampe,negatif
3,verifikasi bgt,negatif
1,proses beli ribet makan hal proses cair,negatif
1,baharu suka login habis,netral
3,emang suka eror log out gabisa login,netral
1,gimana sih biometrik gabisa login udah masukin pin fingerprint suruh login,negatif
1,loading buka,negatif
1,invest susah loading masuk banget nggk kayak kemarin kemarin mending pake reksadana tabung,negatif
5,keren,positif
1,pas beli saham saham kebel status open pas beli turun masuk udah rugi pas jual udah untung wdnya baget saham turun gak angkan untung harga saham akurat cocok harga saham google,negatif
1,proses widraw,negatif
5,invest reksadana baik masuk kode refferal buka akun reksabibitt cashback gratis,positif
5,mantabss,negatif
2,daftar tanggal april tanggal pakai akun verifikasi akun bngt verivikasi,negatif
5,jalan lancar,positif
4,admin responsif,positif
1,proses registrasi rumit proses verifikasi hari banget gak,negatif
5,mantap,positif
5,bersih,positif
5,bagus bagus bagus bagus bagus bagus bagus bagus bagus,positif
5,moga bantu lancar rezeki,positif
5,bismillah,positif
5,bagus tahan desain tarik tingkat sistem aman akun user kena hack moga sukses sukses sukses,positif
5,tingkat aman,positif
5,bagus investasi sedia pilih low risk saham sbn nilai positif rencana thanks,positif
1,dana darurat ambil max jam dana darurat orang sakit nnunggu obat gitu cair dana apa mending uninstal cari apk,negatif
2,aplikasi beli saham pake jago bca,negatif
3,tuh sebenernya bagus jual cair bgt parah,netral
1,potong pas cair,negatif
5,recomended,positif
1,aplikasi keluar muncul tulis rubah pin email daftar masuk aplikasi gak aplikasi rubah pin gak ribet kirim kode otp nomor selesai ulah,negatif
5,invest mudah,positif
4,verifikasi biometrik koq gagal bug app spt stockbit verifikasi bio ganggu mohon baik terima kasih,netral
5,cocok mula,positif
5,jos gandos,positif
5,mantul,positif
5,bagus,positif
1,proses verifikasi akun tanggal tanggal estimasi verifikasi,netral
5,oke,positif
1,verifikasi minggu selesai,negatif
5,coba silah masuk kode wxxphn biar dapet cashback ribu guys,positif
4,lumayan buru deviden,positif
5,terima kasih bantu uang bantu,positif
1,jaring bagus bilang gada koneksi apknya,negatif
3,verifikasi gak terima terima udah tanggal tenggat min,netral
5,mantap,positif
5,pakai puas terima kasih,positif
5,bagus,positif
1,masuk apk loading nyaa baik,negatif
4,bagus moga kedeban invest emas crypto biar invest kerepot pake,netral
5,mudah,positif
2,bnget tambah rekening bank doang,negatif
5,moga capai juta,positif
5,reksadana pasar uang tambah capital money market fund mega dana kas harga saham uang rdn taruh direksadana return banding,negatif
5,oke,positif
5,mudah paham mudah proses,positif
1,registrasi gak kelar registrasi bngt udah selesai pake gagal nunggu parah tunggu verifikasi sampe,negatif
1,cair cepat masak minggu blom cair,negatif
1,skrup lepas mulu lot kadang gabisa buka,negatif
1,uda input data reject,negatif
5,bagus bangettt,positif
5,bunga,negatif
1,verifikasi udh konfirmasi makasih,netral
4,aplikasi kendala proses beli hasil kendala daftar akun kendala pasar pasar jalan tidak,negatif
1,verifikasi bibit bikin males verifikasi susah mengunakan,negatif
1,respon lambat jaring oke,negatif
5,okee,positif
1,biaya tambah portofolio kira rugi pas cari rugi,negatif
1,bet cair instan nyampe kamis sampe senin blm cair cair majoritas pasar uang syariah cair instan bet nahan uang gimana langgan kapok layan gapakal pake rugi bet untung dikit ngambil menfing mikir nyimpen duit,negatif
5,app bagus karya indonesia,positif
1,jelek banget cair cair apk gakjelas,negatif
5,top reksadana sbn portofolio tuju tabung moga keren,positif
4,aman ngga data mula,netral
3,good job,positif
5,reksadana gak ktp,netral
1,kembali free biaya top tari,negatif
1,proses tari kali minggu cair dana,negatif
1,masuk uang withdraw masuk atm,negatif
5,bagus,positif
1,min verivikasi,negatif
1,panyah verifikasi nyesal gua,negatif
5,verifikasi selesai,netral
1,ubah rekening bank cair verifikasi bikin akun bank ktp digital otomatis selfi foto bank cair dorman jual ambil,negatif
1,kaya kaya kismin kismin uang juta dapet ribu mending main crypto jos nyata,negatif
4,moga gak bintang chat support klw rezeki capai target juta kasih bintang,netral
4,alam blum,negatif
1,lot,negatif
5,saham negeri,positif
2,banding makmur bareksa reksa dana notif banyak,negatif
5,mohon update fitur rdn jago syariah biar update plus mohon kerjasamanya,netral
1,cair dana hasil jual saham rdn sesuai tenggat tera lambat tentu,negatif
5,tarik,negatif
5,utk mula mudah guna,positif
5,platform bagus,netral
5,tampil simple mudah versi syariahnya mantap,positif
2,laen nih gak root notif gak buka,negatif
5,anti ribet,positif
1,minggu nungguin ngecairin dana mending pake belah,negatif
1,tari dana,negatif
5,super,negatif
5,manfaat,positif
1,udah jelek return laba rugi lihat udah masuk kerja april udah april proses order april kecewa ngasih bintang rela kasih paksa tulis komentar,negatif
