score,content,content_bersih
5,"Saya sangat senang investasi di bibit karena saya pernah kehilangan HP dan lupa password email saya,tetapi uang saya di bibit tidak hilang dan juga ngaktifkan kembali akunnnya sangat muda",senang investasi hilang hp lupa password email uang hilang ngaktifkan akunnnya muda
5,aplikasi yg sangat membantu,bantu
5,bagus,bagus
5,bagus sekali pelayanan nya,bagus layan
3,Verifikasi lama banget,verifikasi
5,HEBAT !!!!!,hebat
4,Tolong untuk reksadana investasi di bibit tingkat kan lagi update kenaikan dan reksadana apa saja yang unggul di 2024 smpai 3 tahun ke depanya . Agar investor menengha ke bawah tau dan paham dan cara kerja nya juga . Terimakasih . Mantep investasi bibit.,reksadana investasi tingkat update reksadana unggul smpai depa investor menengha tau paham kerja terimakasih mantep investasi
3,"Instal apk bibit tujuannya biar semua dana darurat tesimpan disini tp sy salah langkah krn pilih jago syariah rupanya bank nya hanya bisa BCA dan Jago konvensional, berharap kedepannya bank jenis syariah termasuk jago syariah bisa nyambung dgn mudah ke bibit. Mau hapus data yg sdh teregistrasi pun susah, mau dihapus pun berat rasanya huhuhu tp gk guna jg",instal tuju biar dana darurat tesimpan salah langkah krn pilih jago syariah rupa bank bca jago konvensional harap bank jenis syariah masuk jago syariah nyambung dgn mudah hapus data sdh registrasi susah hapus berat huhuhu jg
5,sangat bermanfaat aplikasi sangat brguna,manfaat brguna
2,Gila masuk aplikasinya tergolong lama banget hampir 1 menit .. tolong dong di perbaiki aplikasi nya jangan gini trus jadi GK nyaman,gila masuk golong menit gin trus nyaman
5,bagus untuk investasi,bagus investasi
2,sangat bermanfaat bagi pemula,manfaat
5,Sangat membantu,bantu
3,"jaringan lancar, kenapa kalau mau masuk agak berat aplikasinya ya",jaring lancar masuk berat
4,cocok buat strument investasi pemula,cocok strument investasi
1,"Aplikasi nya gak bisa di buka,gak tau kenapa lama banget harus nungguin lama padahal jaringan bagus pae wifi",buka tau nungguin jaring bagus pae wifi
5,mantaf,mantaf
5,Simple,simple
5,dapat terpecaya,terpecaya
5,nice bibit,nice
5,mempermudah setiap org utk inventasi,mudah org utk inventasi
5,"Cs nya mantul, aku ngechat tengah malem masih aktif ðŸ‘ðŸ»",cs mantul ngechat malem aktif
5,"Pakai sejak sejak zaman pandemi UI nya bagus informatif dan produk2nya terus ditambah, inovasinya banyak, cocok untuk pemula semoga semakin bagus",pakai zaman pandemi ui bagus informatif produk inovasi cocok moga bagus
5,Berhasil upgrade..makasih bibit,hasil upgrade
1,"Gabisa dibuka, stuck di logo",gabisa buka stuck logo
5,siiiiip. mantab,siiiiip mantab
5,Saya suka aplikasi ini karna tim admin nya sangat sigap dalam melayani pengguna,suka karna tim admin sigap layan
1,pencairan lambattt banget. 7hari itu pun belum pasti masuk,cair lambattt masuk
5,mudah di pahami,mudah paham
5,bagus,bagus
5,"Menurut saya flat form ini bagis, karena saya masih pemula akan saya pelajari pelan- pelan",flat form bagis ajar pelan pelan
5,mantap,mantap
5,Sangat mudah bagi para pemula sudah di recommended bagi keluarga dan teman,mudah recommended keluarga teman
1,Riben banget,riben
5,mantul n praktis,mantul n praktis
1,Berkali kali gagal update ke bibit plus utk masalah yg sama.. ga jelas aplikasinya,kali kali gagal update plus utk
1,Sudah verifikasi wajah merekam pakai video. Gagal login. Ini sama pencurian identitas kita.,verifikasi wajah rekam pakai video gagal login curi identitas
5,"Kasih bintang lima, aplikasi bibit Sangat membantu orang baru masuk di dalam investasi, dalam baru masuk sudah dibantu, dikala ada kendala atau ada yg tidak ngerti bisa bertanya, terima kasih bibit sudah hadir untuk pemula",bintang bantu orang masuk investasi masuk bantu kendala ngerti hadir
1,Proses apapun sangat lama mau itu jual mau itu top up susah bibit prosesnya selalu lama sekali sampe ber hari hari,proses jual top up susah proses sampe ber
5,nice,nice
2,"""Duh Ada baut yang lepas"" maksudnya apa itu bibit??????",duh baut lepas maksud
1,"Mau beli saham hari ini skrg ga bsa ,, keterangan nya skrup sedang lepas .",beli saham skrg bsa terang skrup lepas
1,lama sekali 150k yang dikirim cuman 90k keren,k kirim k keren
5,sejauh ini aman aman aja,aman aman
5,Tolong dong bibit di adain bank digital dan tolong buat bibit saya mau ganti akun bank yang terbaru ngak bisa bisa karna nama di bank saya salah.,adain bank digital ganti akun bank ngak karna nama bank salah
5,Bagus apk nya tp stlh di perbarui tidak bisa di buka tolong ini di bantu ya,bagus stlh buka bantu
1,"Udah download udah verifikasi , Giliran mau E-wallet bank Jago Rekening dan nama sudah ada yang pakai padahal belum pernah pakai.. Hati hati",download verifikasi gilir e wallet bank jago rekening nama pakai pakai hati hati
4,Saya harap kedepan nya apk nya memberikan fitur via dana dalam transaksi nya agar kami yang trending lebih di permudahkan,harap fitur via dana transaksi trending mudah
5,is ok,is
5,Kak bibit harus ada yg buat beli crypto,kak beli crypto
4,"bagus, tp pencairannya nunggu beberapa hari, hampir 1 minggu",bagus cair nunggu minggu
5,"bagus bgt. investasi sedikit demi sedikit. baru nyoba yg reksadana, biar ga was was dulu, kerasa bgt return nya. aplikasi nya bagus, terpercaya",bagus investasi nyoba reksadana biar was was return bagus percaya
5,sangat membantu untuk mengalokasikan berbagai instrumen investasi,bantu alokasi instrumen investasi
1,"Selamat pagi bapak/ibu kenapa RDN Wallet Jago saya tidak dapat diperbarui pak, padahal saya pada tanggal 9 Juli 2024 saya baru saja menjual reksadana saham tapi saya tidak dapat memperbarui RDN wallet Jago saya, mohon bantuannya pak",selamat pagi rdn wallet jago tanggal juli jual reksadana saham rdn wallet jago mohon bantu
5,mudah bertransaksi,mudah transaksi
5,Kemarin ada kendala di bagian email dan saya chat customer service nya dan fast respon alhasil kendala nya teratasi,kemarin kendala email chat customer service fast respon alhasil kendala
5,Sejauh ini belum ada kendala,kendala
5,sangat berguna untuk menabung jangka panjang,tabung jangka
5,"Pakai code : bibitsaga saat mendaftar.. dapatkan cashback 25rb saat pembelian reksa pertama kamu interface bagus, fitur membantu pemula",pakai code bibitsaga daftar cashback rb beli reksa interface bagus fitur bantu
5,bagus,bagus
3,"ga bisa masuk, stuck di logo",masuk stuck logo
5,"Terima kasih, aplikasi nya menarik dan membuat opsi untuk menabung digital",tarik opsi tabung digital
5,terbaik untuk pemula inti.a dlm melakukan apapun hrus sabar dan konsisten,inti a dlm laku hrus sabar konsisten
5,ok,
1,Aplikasi scam gk bisa di cairkan,scam cair
5,Mantap,mantap
1,Monyet narik uang udah 7 hari ga masuk2 ke bank,monyet narik uang masuk bank
5,"menurutku dari segi aplikasi, fiturnya mudah dipahami, ui ux-nya cukup oke ya ga membosankan utk diliat, sejauh ini aman sih ðŸ‘ðŸ»",segi fiturnya mudah paham ui ux bosan utk liat aman
3,Min kalo belum punya KTP bisa investasi di aplikasi bibit ga min,ktp investasi
3,"Saya pengguna bibit lama,tolong tambahkan fitur rdn jago syariah",fitur rdn jago syariah
1,Aplikasi gak jelas kerjasama dengan bank jago namun manajemen yang dikelola buruk di bank jago verivikasi nomor itu melalui WhatsApp tapi di bibit malah lewat SMS padahal gk semu orang nomor WhatsApp dan nomor telepon itu sama. Kecewa banget sama manajemen sistemnya,kerjasama bank jago manajemen kelola buruk bank jago verivikasi nomor whatsapp sms semu orang nomor whatsapp nomor telepon kecewa manajemen sistem
5,yey,yey
1,Jangan download atau investasi di sini. Jika kalian mau hapus akun pasti di persulit dan berbelit-belit urusannya. Di suruh nunggu lah di suruh cek lah dan banyak lagi yang lainnya.,download investasi hapus akun sulit belit belit urus suruh nunggu suruh cek
1,untuk penjualan jangka cairnya sangat lamaðŸ‘Ž,jual jangka cair
4,Ini kenapa ya aplikasi bibit sayabga bisa di buka.,sayabga buka
1,Melakukan penarikan tap g masuk2 ke rekening..,laku tari tap g masuk rekening
5,"Praktis cuma ada deposit yg blom masuk ke RDn Wa Cs lambat respon mnunggu antrian tolong dibenahin, walopun nominal tidak seberapa tp ini masih tahap pengujian untuk deposit dan investasi lebih besar.",praktis deposit blom masuk rdn wa cs lambat respon mnunggu antri dibenahin walopun nominal tahap uji deposit investasi
5,good,good
5,ok,
5,Moga aja udah gk ada errorÂ² lagi kyk kmrin.. mkasih bibit.,moga error kmrin mkasih
5,nice,nice
5,keren,keren
5,Mantap,mantap
5,mantap,mantap
5,Cocok untuk investasi pemula,cocok investasi
5,"Tadinya ku kira setelah download bibit bakalan susah banget pengoperasian nya... ternyata mudah, soalnya dibimbing dengan melalui quiz dll, Aku bener"" baru kali ini mulai coba dunia perinvestasian loohh, dan ngga serumit yang aku bayangin, kalian wajib coba juga dan pakai kode referall ini "" lipatgandakanlaba "" biar dapet cashback gaess..",ku download susah operasi nyata mudah bimbing quiz bener kali coba dunia investasi loohh ngga rumit bayangin wajib coba pakai kode referall lipatgandakanlaba biar dapet cashback gaess
5,good,good
5,aplikasi yg sangat bagus untuk menabung,bagus tabung
5,Semoga ada Kustodian BRI ya ditunggu ya,moga kustodian bri tunggu
5,Bagus tp pencairan nya di percepet Donk,bagus cair percepet donk
5,sangat baik untuk pemula return-nya selalu naik,return
5,memudahkan,mudah
5,apl yang oke buat investasi,apl investasi
5,"saya tidak memiliki kartu bank/atm. untuk pembayaran apakah bisa menggunakan aplikasi pihak ketiga seperti ovo, dana, gopay ?",milik kartu bank atm bayar ovo dana gopay
1,Kenapa uang yang saya tujuankan ke rekening saya belum masuk? sedangkan notifikasi di bibit berhasil?tolong dong proses,uang tujuankan rekening masuk notifikasi hasil proses
5,sangat bagus bagi pemula seperti saya..ðŸ™ðŸ‘,bagus
4,masih jadi app investasi pemula andalan..,app investasi andal
1,Makin susah login,susah login
5,sangat suka dengan apk in,suka in
4,lebih banyak investasi lebih banyak hasilnya,investasi hasil
5,Bagus sih kak kalau perlu adakan bimbingan untuk para pemula yang baru membuka akun di bibit plus tapi lumayan untuk kerja sama dengan pihak bank jago disertai dengan pihak aplikasi gopay,bagus kak adakan bimbing buka akun plus lumayan kerja bank jago gopay
5,Awesome,awesome
5,ok,
1,lama coba daftar 4 hari juga belum di virifikasi sulit,coba daftar virifikasi sulit
1,"Proses Verifikasi ruwet kalo dibandingin sama aplikasi lain, Saham nya kurang lengkap, Obligasi Sangat Sedikit kalo dibandingin sama ajaib bagusan ajaib, proses penarikan sangat lama.",proses verifikasi ruwet dibandingin saham lengkap obligasi dibandingin ajaib bagus ajaib proses tari
5,bagus untuk belajar investasi,bagus ajar investasi
5,cukup mudah dimengerti bagi pemula seperti saya,mudah erti
5,mantap aplikasinya baru coba langsung menjanjikan,mantap coba langsung janji
5,sangat di rekomendasikan untuk investor pemula,rekomendasi investor
5,Bagi pemula cocok banget menggunakan aplikasi ini,cocok
4,"(Review Investasi kecil <10Jt) Pengalam kedua main investasi setelah di apk B*reksa. 1. Pendaftaran gk sulit, setara apk keuangan lainnya. Untuk sistem bank RDN karena udh punya Bank Jago sebelumnya, jadi gak ribet. 2. Untuk proses Pembelian Reksadana atau Program Tabungan via Advisor cukup lama, 3 harian baru ada muncul untung atau ruginya. 3. Saya coba trading saham harian, tergantung produknya, ada yg proses jual-belinya selesai dalam 1 menit, paling lama 20 menit. Mau coba apk lain juga",review investasi jt alam main investasi b reksa daftar sulit tara uang sistem bank rdn bank jago ribet proses beli reksadana program tabung via advisor muncul untung rugi coba trading saham gantung produk proses jual beli selesai menit menit coba
5,selalu yg terbaik untuk bibit,
5,Sangat rekomendasi,rekomendasi
5,bagus untuk ivestasi,bagus ivestasi
5,"Saya sudah menabung rutin setiap bulan dan ditambah setiap minggu saya melakukan pembelian reksa dana pasar uang, jadi saya berharap aplikasi ini bisa menjadi wadah yang aman untuk menabung agar keuangan saya dimasa depan membaik.. apalagi utk pembelian nya gratis dengan memakai bank jago dan bisa auto debit..terima kasih semoga amanah terus",tabung rutin minggu laku beli reksa dana pasar uang harap wadah aman tabung uang utk beli gratis pakai bank jago auto debit moga amanah
5,bagus,bagus
1,proses pencairan lama banget bikin nunggu dan kecewa susah buat dana darurat,proses cair bikin nunggu kecewa susah dana darurat
5,oke,
5,Aplikasi investasinya bagus,investasi bagus
5,The best app for mf,the best app for mf
5,"bagus, mudah menggunakan platform ini",bagus mudah platform
5,thank you telah bertambah uangku,thank you uang
5,mantap,mantap
4,Coba dulu semoga data saya aman dalam investasi,coba moga data aman investasi
5,ok,
5,ayo buat yg mau investasi,ayo investasi
1,Perasaan daftar nih apk dah lama banget tapi kok gagal mulu yah.. Tiap kali disuruh perbaiki informasi pribadi terus.. Kecewa deh,asa daftar nih gagal mulu yah kali suruh informasi pribadi kecewa
5,bagus,bagus
5,Good!,good
1,Ga bisa masuk,masuk
5,Nice,nice
5,Mantap aplikasi bekerja dengan baik,mantap kerja
2,Tolong kebijakan meterai utk transaksi di atas 10jt/ hari diberitahukan ke (new) users by system saat mau transaksi. Jadi kita tau sebelum melakukan pembelian Reksadana. Kecewa banget dg sistem bibit sbg new user!,bijak meterai utk transaksi jt diberitahukan new users by system transaksi tau laku beli reksadana kecewa dg sistem sbg new user
5,boleh la apk bibit,la
5,Cuan,cuan
5,mantab,mantab
5,Pemula siapapun jadi apapun,
5,is the best okkee,is the best okkee
5,oke sangat baik,
5,Bagus,bagus
4,Saran untuk bibit tolong tambahkan auto sell and buy seperti di stockbit untuk pembelian dan penjualan sahamnya,saran auto sell and buy stockbit beli jual saham
5,"membantu sekali, jadi konsisten menabung . terima kasih bibit",bantu konsisten tabung
5,sangat terpercaya ðŸ‘ðŸ‘ðŸ‘,percaya
1,Dana pembelian ataupun penjualan sangat amat lama tolong ya min,dana beli jual
5,mudah dipahami,mudah paham
5,"sangat rekomende, nabung jadi semangat .",rekomende nabung semangat
5,bibit investasi paling mantap,investasi mantap
5,good,good
5,good,good
5,terbaik,
5,mantep nih reksadana nya,mantep nih reksadana
5,ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘,
4,oke punya,
5,Ok,
5,mantap,mantap
5,sangat bagus,bagus
2,âœŒbungane 4% nek utang 30%,bungane nek utang
2,"Semoga pilihan RDN nya bisa menggunakan bank yang lebih banyak. Mau buat RDN serasa dipersulit, harus pakai Jago konvensional atau BCA konven, padahal udah terlanjur pakai jago Syariah. BCA konvensional pun tidak punya. Maaf saya hapus saja.",moga pilih rdn bank rdn serasa sulit pakai jago konvensional bca konven lanjur pakai jago syariah bca konvensional maaf hapus
5,mantab pokok e.cuan terus,mantab pokok e cuan
1,tdk bs instan tuk withdraw dari wallet saldo trading ke wallet saldo rdn sehingga membutuhkan waktu 3harian SD 1minggu an menunggu agar bs di withdraw,tdk bs instan tuk withdraw wallet saldo trading wallet saldo rdn butuh sd minggu an tunggu bs withdraw
5,Top Markotop,top markotop
5,Aplikasi yg cocok untuk investor pemula fitur lengkap.transaksi mudah ada edukasi penting sangat aman untuk anak muda yg ingin jadi investor. Saya suka,cocok investor fitur lengkap transaksi mudah edukasi aman anak muda investor suka
5,"baru coba smoga bermanfaat untuk investasi, lumayan banyak pilihan",coba smoga manfaat investasi lumayan pilih
2,Aplikasi yang sangat bagus dan cocok untuk investor pemula karena bisa belajar investasi Reksadana dan Saham dalam satu aplikasi (saya sudah pakai sejak 2019) TAPIIIII sayang banget bibit plus gak tersedia untuk RDN Jago Syariah. Saya sangat berharap bibit plus bisa pakai jago syariah karena saya nasabah bank syariah dan saya gak mau daftar dengan bank konvensional. Akan saya ubah ke bintang 5 kalo sudah bisa daftar rdn dengan jago syariah thank,bagus cocok investor ajar investasi reksadana saham pakai tapiiiii sayang plus sedia rdn jago syariah harap plus pakai jago syariah nasabah bank syariah daftar bank konvensional ubah bintang daftar rdn jago syariah thank
1,"Aplikasi pembodohan, katanya topup 1jt bakal dpet cashback 25000 nyatanya ga dpet, penipu, sampe 2 bulan nih nunggunya",bodoh topup jt dpet cashback nyata dpet tipu sampe nih nunggunya
5,Mantap semoga makin majuu,mantap moga majuu
5,Bibit sangat penting untuk di kembangkan bagi rakyat Indonesia,kembang rakyat indonesia
1,Lama banget pencairan RDNnya kalau mau withdrawal,cair rdnnya withdrawal
5,Memudahkan!,mudah
2,"Apa ini ga bisa di buka, eror",buka eror
5,selau update terbaru untuk permudah ya,selau update mudah
1,"Setiap mau buka lama bgt, stuck di logo",buka stuck logo
2,Pencairan dana kurang cepet beda kayak pesaing sebelahnya H+2 dah masuk rekening,cair dana cepet beda saing belah h masuk rekening
5,tingkatkan,tingkat
1,"Menambahkan akun bank, udah verifikasi wajah berkali kali tetap aja tidak bisa susah bangetðŸ¤¦, uninstal aja ribet.",akun bank verifikasi wajah kali kali susah uninstal ribet
